Gene.name	Mouse.gene.name	Chicken.gene.name
CCDC71	Ccdc71	CCDC71
KLHDC8B	Klhdc8b	KLHDC8B
CALR	Calr	CALR
ACTG1	Actg1	ACTG1
IMPDH2	Impdh2	IMPDH2
SMARCC2	Smarcc2	SMARCC2
MMP13	Mmp13	MMP13
ANGEL2	Angel2	ANGEL2
MVB12A	Mvb12a	MVB12A
CLRN1	Clrn1	CLRN1
GTF3C3	Gtf3c3	GTF3C3
ACAD11	Acad11	ACAD11
NXNL1	Nxnl1	NXNL1
RASIP1	Rasip1	RASIP1
PGAP1	Pgap1	PGAP1
ACKR4	Ackr4	ACKR4
PTPRJ	Ptprj	PTPRJ
P4HB	P4hb	P4HB
BSG	Bsg	BSG
OTUB1	Otub1	OTUB1
TFRC	Tfrc	TFRC
G0S2	G0s2	G0S2
RNF41	Rnf41	RNF41
EXOC8	Exoc8	EXOC8
IL1R1	Il1r1	IL1R1
RGS16	Rgs16	RGS16
POLK	Polk	POLK
PSMD13	Psmd13	PSMD13
BRINP2	Brinp2	BRINP2
ATP6V0A1	Atp6v0a1	ATP6V0A1
NEK7	Nek7	NEK7
NABP2	Nabp2	NABP2
PGBD5	Pgbd5	PGBD5
SYT2	Syt2	SYT2
TBXA2R	Tbxa2r	TBXA2R
CACTIN	Cactin	CACTIN
ANKRD52	Ankrd52	ANKRD52
RPS6KC1	Rps6kc1	RPS6KC1
ANKDD1B	Ankdd1b	ANKDD1B
IL1RL1	Il1rl1	IL1RL1
COQ10A	Coq10a	COQ10A
PIP5K1C	Pip5k1c	PIP5K1C
CHRDL2	Chrdl2	CHRDL2
DNAH5	Dnah5	DNAH5
CS	Cs	CS
LIPT1	Lipt1	LIPT1
AKAP8	Akap8	AKAP8
MITD1	Mitd1	MITD1
TRIM3	Trim3	TRIM3
GSK3B	Gsk3b	GSK3B
TMCC2	Tmcc2	TMCC2
PM20D1	Pm20d1	PM20D1
LYG1	Lyg1	LYG2
TUBG1	Tubg1	TUBG1
MDK	Mdk	MDK
TXNDC9	Txndc9	TXNDC9
CCR10	Ccr10	CCR10
CNTNAP1	Cntnap1	CNTNAP1
NUP133	Nup133	NUP133
TNNI2	Tnni2	TNNI2
EZH1	Ezh1	EZH1
MTARC2	Mtarc2	MARC1
CCR6	Ccr6	CCR6
C2orf69	1700066M21Rik	C7H2ORF69
RFX2	Rfx2	RFX2
TYW5	Tyw5	TYW5
RGS21	Rgs21	RGS21
RGS1	Rgs1	RGS1
USP4	Usp4	USP4
TFCP2L1	Tfcp2l1	TFCP2L1
CLASP1	Clasp1	CLASP1
ABL2	Abl2	ABL2
MLLT1	Mllt1	MLLT1
STAT2	Stat2	STAT2
ERCC8	Ercc8	ERCC8
ACER1	Acer1	ACER1
RAMP2	Ramp2	RAMP2
VPS25	Vps25	VPS25
MSANTD4	Msantd4	MSANTD4
APBB1	Apbb1	APBB1
GEMIN4	Gemin4	GLOD4
RFFL	Rffl	RFFL
SF3B1	Sf3b1	SF3B1
IAPP	Iapp	IAPP
CARTPT	Cartpt	CARTPT
PYROXD1	Pyroxd1	PYROXD1
PRKAB2	Prkab2	PRKAB2
NLE1	Nle1	NLE1
RECQL	Recql	RECQL
FLVCR1	Flvcr1	FLVCR1
HSD17B4	Hsd17b4	HSD17B4
HSPE1	Hspe1	HSPE1
SLC41A1	Slc41a1	SLC41A1
HSPE1-MOB4	Mob4	MOB4
GOLT1B	Golt1b	GOLT1B
PHLDB1	Phldb1	PHLDB1
USH2A	Ush2a	USH2A
PCBP4	Pcbp4	PCBP4
UNC45B	Unc45b	UNC45B
SPX	Spx	SPX
YARS2	Yars2	YARS2
CACNB3	Cacnb3	CACNB3
PHOSPHO2	Phospho2	PHOSPHO2
KLHL23	Klhl23	KLHL23
SSB	Ssb	SSB
RAD51D	Rad51d	RAD51D
METTL5	Mettl5	METTL5
DDX23	Ddx23	DDX23
WNT11	Wnt11	WNT11
ADSS2	Adss	ADSS
ECT2	Ect2	ECT2
PLD5	Pld5	PLD5
RND1	Rnd1	RND1
LMOD1	Lmod1	LMOD1
CHD9	Chd9	CHD9
ACBD6	Acbd6	ACBD6
INPPL1	Inppl1	INPPL1
AKAP8L	Akap8l	AKAP8L
KANSL1	Kansl1	KANSL1
CD44	Cd44	CD44
CDK2AP1	Cdk2ap1	CDK2AP1
SBNO1	Sbno1	SBNO1
RETREG1	Retreg1	RETREG1
XRN1	Xrn1	XRN1
MTRFR	Mtrfr	C15H12ORF65
ST7L	St7l	ST7L
DHX37	Dhx37	DHX37
TNPO1	Tnpo1	TNPO1
YJU2B	Ccdc130	YJU2B
BRI3BP	Bri3bp	BRI3BP
GCG	Gcg	GCG
MRI1	Mri1	MRI1
AACS	Aacs	AACS
VPS53	Vps53	VPS53
NFE2L2	Nfe2l2	NFE2L2
CC2D1A	Cc2d1a	CC2D1A
DLG1	Dlg1	DLG1
GRIN2B	Grin2b	GRIN2B
TTC30B	Ttc30b	TTC30B
DPP4	Dpp4	DPP4
RBBP5	Rbbp5	RBBP5
ACSBG2	Acsbg2	ACSBG2
LLPH	Llph	LLPH
SRA1	Sra1	SRA1
MYBPC3	Mybpc3	MYBPC3
XPR1	Xpr1	XPR1
BANP	Banp	BANP
JADE2	Jade2	JADE2
HELB	Helb	HELB
DDX1	Ddx1	DDX1
GRIP1	Grip1	GRIP1
KIF14	Kif14	KIF14
MYO7A	Myo7a	MYO7A
STYXL2	Dusp27	STYXL2
IL31RA	Il31ra	IL31RA
COLGALT2	Colgalt2	COLGALT2
PCNX2	Pcnx2	PCNX2
TCERG1	Tcerg1	TCERG1
CNIH3	Cnih3	CNIH3
SLC11A2	Slc11a2	SLC11A2
MOB2	Mob2	MOB2
MYLPF	Mylpf	MYLPF
CELSR2	Celsr2	CELSR2
HYOU1	Hyou1	HYOU1
CMTR2	Cmtr2	CMTR2
CALB2	Calb2	CALB2
SLC35F3	Slc35f3	SLC35F3
MAEL	Mael	MAEL
PCDHGB4	Pcdhgb4	PCDHGC3
ARID4B	Arid4b	ARID4B
POLR2I	Polr2i	POLR2I
MVP	Mvp	MVP
ACTR6	Actr6	ACTR6
HNRNPA3	Hnrnpa3	HNRNPA3
NAT10	Nat10	NAT10
PCDHGC5	Pcdhgc5	PCDHGC5
HDAC3	Hdac3	HDAC3
CLIP1	Clip1	CLIP1
RELL2	Rell2	RELL2
ARL16	Arl16	ARL16
CNTN5	Cntn5	CNTN5
WNT2B	Wnt2b	WNT2B
RNF157	Rnf157	RNF157
AHRR	Ahrr	AHRR
MAPK8IP3	Mapk8ip3	MAPK8IP3
NUCKS1	Nucks1	NUCKS1
PAM	Pam	PAM
MAP3K21	Map3k21	MAP3K21
UBALD2	Ubald2	UBALD2
OTOS	Otos	OTOS
NAV2	Nav2	NAV2
FYB2	Fyb2	FYB2
NDUFA10	Ndufa10	NDUFA10
TIMM17A	Timm17a	TIMM17B
ZNF131	Zfp131	ZNF131
CDC7	Cdc7	CDC7
COX20	Cox20	COX20
FAM20A	Fam20a	FAM20A
POPDC2	Popdc2	POPDC2
CRISPLD2	Crispld2	CRISPLD2
ARHGEF28	Arhgef28	ARHGEF28
ST8SIA1	St8sia1	ST8SIA1
CD47	Cd47	CD47
SMYD3	Smyd3	SMYD3
CACNA2D2	Cacna2d2	CACNA2D2
ARSG	Arsg	ARSG
ZDHHC7	Zdhhc7	ZDHHC7
NUAK1	Nuak1	NUAK1
KLHL20	Klhl20	KLHL20
TBC1D15	Tbc1d15	TBC1D15
KIAA0513	6430548M08Rik	KIAA0513
HAX1	Hax1	HAX1
CDR2	Cdr2	CDR2
NTPCR	Ntpcr	NTPCR
RAB29	Rab29	RAB29
TMEM94	Tmem94	TMEM94
NUCB2	Nucb2	NUCB2
DMXL1	Dmxl1	DMXL1
C8A	C8a	C8A
ERI2	Eri2	ERI2
PANX1	Panx1	PANX1
SERTAD4	Sertad4	SERTAD4
GPR83	Gpr83	GPR83
ZDHHC17	Zdhhc17	ZDHHC17
KCTD3	Kctd3	KCTD3
DCUN1D3	Dcun1d3	DCUN1D3
LYRM1	Lyrm1	LYRM1
SIRT4	Sirt4	SIRT4
ZC3H12A	Zc3h12a	ZC3H12A
HHAT	Hhat	HHAT
CASKIN2	Caskin2	CASKIN2
FAT2	Fat2	FAT2
ARIH2	Arih2	ARIH2
PHLDA1	Phlda1	PHLDA1
GLT8D2	Glt8d2	GLT8D2
SLC25A48	Slc25a48	SLC25A48
TSEN54	Tsen54	TSEN54
C11orf91	A930018P22Rik	C11orf91
LIN7A	Lin7a	LIN7A
KIAA0825	2210408I21Rik	KIAA0825
PJVK	Pjvk	PJVK
FIGNL2	Fignl2	FIGNL2
LLGL2	Llgl2	LLGL2
LMBR1L	Lmbr1l	LMBR1L
SOX8	Sox8	SOX8
PLEKHA3	Plekha3	PLEKHA3
TENT2	Tent2	TENT2
FBXO3	Fbxo3	FBXO3
PRMT7	Prmt7	PRMT7
RBM34	Rbm34	RBM34
ANAPC13	Anapc13	ANAPC13
KCNK1	Kcnk1	KCNK1
PSMD1	Psmd1	PSMD1
MCCC2	Mccc2	MCCC2
AMOTL2	Amotl2	AMOTL2
CLCA2	Clca2	CLCA2
RILPL2	Rilpl2	RILPL2
PLEKHA5	Plekha5	PLEKHA5
AMPD3	Ampd3	AMPD3
SLC41A3	Slc41a3	SLC41A3
HNRNPU	Hnrnpu	HNRNPU
TRIM7	Trim7	TRIM7.1
RPAIN	Rpain	RPAIN
TRIM41	Trim41	TRIM41
BET1L	Gm45785	BET1L
GAS2	Gas2	GAS2
IRX5	Irx5	IRX5
RACK1	Rack1	GNB2L1
RHOT1	Rhot1	RHOT1
WNK1	Wnk1	WNK1
MTSS2	Mtss2	MTSS2
METTL9	Mettl9	METTL9
TMEM108	Tmem108	TMEM108
H2AX	H2ax	H2AX
APLNR	Aplnr	APLNR
ANAPC15	Anapc15-ps	ANAPC15
ARHGEF18	Arhgef18	ARHGEF18
OPA1	Opa1	OPA1
MARCHF2	Marchf2	MARCHF2
VPS35L	Vps35l	VPS35L
LSM14A	Lsm14a	LSM14A
AAMDC	Aamdc	AAMDC
DNM1L	Dnm1l	DNM1L
MACROH2A1	Macroh2a1	H2AFY
MKNK2	Mknk2	MKNK2
BBS5	Bbs5	BBS5
HPS5	Hps5	HPS5
HMCN1	Hmcn1	HMCN1
KLHL41	Klhl41	KLHL41
FASTKD1	Fastkd1	FASTKD1
PDCD6	Pdcd6	PDCD6
RTBDN	Rtbdn	RBP
GTF2H1	Gtf2h1	GTF2H1
PPIG	Ppig	PPIG
SNX20	Snx20	SNX20
PDC	Pdc	PDC
FGFR4	Fgfr4	FGFR4
MIR34A	Mir34a	gga-mir-34a
MIR137	Mir137	gga-mir-137
MIR30C1	Mir30c-1	gga-mir-30c-1
HOXB3	Hoxb3	HOXB3
MYO19	Myo19	MYO19
CMIP	Cmip	CMIP
MIR181B1	Mir181b-1	gga-mir-181b-1
MIR181A1	Mir181a-1	gga-mir-181a-1
MIR205	Mir205	gga-mir-205a
GRHL1	Grhl1	TAF1B
DPP9	Dpp9	DPP9
CAMK2N1	Camk2n1	CAMK2N1
MUL1	Mul1	MUL1
FAM43B	Fam43b	FAM43B
RAB24	Rab24	RAB24
CDA	Cda	CDA
PINK1	Pink1	PINK1
CDC73	Cdc73	CDC73
KLF11	Klf11	KLF11
POU2AF1	Pou2af1	POU2AF1
NR2C1	Nr2c1	NR2C1
PRELID1	Prelid1	PRELID1
RRM2	Rrm2	RRM2
B3GALT2	B3galt2	B3GALT2
SMIM5	Smim5	SMIM5
MIR34B	Mir34b	gga-mir-34b
MIR34C	Mir34c	gga-mir-34c
LRRC40	Lrrc40	LRRC40
HOXB2	Hoxb2	HOXB2
HOXB5	Hoxb5	HOXB5
LMAN2	Lman2	LMAN2
SEPTIN9	Septin9	SEPTIN9
ATP6V0D1	Atp6v0d1	ATP6V0D1
CTH	Cth	CTH
SIK2	Sik2	SIK2
BTG4	Btg4	BTG4
GPR156	Gpr156	GPR156
HPCAL1	Hpcal1	HPCAL1
KCNAB1	Kcnab1	KCNAB1
NDUFA12	Ndufa12	NDUFA12
TMEM86A	Tmem86a	TMEM86A
RGS14	Rgs14	RGS14
ID3	Id3	ID3
RNF10	Rnf10	RNF10
PTPN5	Ptpn5	PTPN5
PDXDC1	Pdxdc1	PDXDC1
PITHD1	Pithd1	PITHD1
ODC1	Odc1	ODC1
LYPLA2	Lypla2	LYPLA2
SNRPD2	Snrpd2	SNRPD2
ARHGAP45	Arhgap45	ARHGAP45
GALE	Gale	GALE
JAM3	Jam3	JAM3
TRIP13	Trip13	TRIP13
SLC25A3	Slc25a3	SLC25A3
CGGBP1	Cggbp1	CGGBP1
ZNF654	Zfp654	ZNF654
VPS26B	Vps26b	VPS26B
SLC12A7	Slc12a7	SLC12A7
OBSL1	Obsl1	OBSL1
THYN1	Thyn1	THYN1
UQCRQ	Uqcrq	UQCRQ
APCS	Apcs	CRP
APAF1	Apaf1	APAF1
LEAP2	Leap2	LEAP2
ACAD8	Acad8	ACAD8
DUSP23	Dusp23	DUSP23
INHA	Inha	INHA
NR2F6	Nr2f6	NR2F6
DOCK2	Dock2	DOCK2
STK11IP	Stk11ip	STK11IP
CHMP6	Chmp6	CHMP6
SLAMF8	Slamf8	CD48
ATM	Atm	ATM
PLCG2	Plcg2	PLCG2
CFAP45	Cfap45	CFAP45
AATK	Aatk	AATK
SLC4A3	Slc4a3	SLC4A3
TEPSIN	Tepsin	TEPSIN
GALK1	Galk1	GALK1
ATP1A1	Atp1a1	ATP1A1
CCDC113	Ccdc113	CCDC113
TIMM22	Timm22	TIMM22
SDC1	Sdc1	SDC1
TRARG1	Trarg1	TRARG1
PRDM11	Prdm11	PRDM11
YWHAE	Ywhae	YWHAE
RANBP10	Ranbp10	RANBP10
DEAF1	Deaf1	DEAF1
RHOB	Rhob	RHOB
CLPTM1	Clptm1	CLPTM1
OLA1	Ola1	OLA1
ZBTB41	Zbtb41	ZBTB41
ABR	Abr	ABR
SMG1	Smg1	SMG1
TP63	Trp63	TP63
SHANK2	Shank2	SHANK2
SP9	Sp9	SP9
CIR1	Cir1	CIR1
SCRN3	Scrn3	SCRN3
NCAPD3	Ncapd3	NCAPD3
GIGYF2	Gigyf2	GIGYF2
GCDH	Gcdh	GCDH
C17orf67	Gm525	C18H17ORF67
DGKE	Dgke	DGKE
CREBL2	Crebl2	CREBL2
GPR19	Gpr19	GPR19
APOLD1	Apold1	APOLD1
TRIM25	Trim25	TRIM25
ANKRD11	Ankrd11	ANKRD11
DDX47	Ddx47	DDX47
MASP1	Masp1	MASP1
WDR45B	Wdr45b	WDR45B
SLC30A5	Slc30a5	SLC30A5
HNF1A	Hnf1a	HNF1A
RAB40B	Rab40b	RAB40B
SCAMP3	Scamp3	SCAMP3
FBXL17	Fbxl17	FBXL17
SLCO2A1	Slco2a1	SLCO2A1
FN3KRP	Fn3krp	FN3KRP
ARL15	Arl15	ARL15
CLK2	Clk2	CLK2
DHX29	Dhx29	DHX29
CACNG7	Cacng7	CACNG7
GPX1	Gpx1	GPX1
FN3K	Fn3k	FN3K
MDFIC2	Mdfic2	MDFIC2
CPB1	Cpb1	CPB1
DHCR7	Dhcr7	DHCR7
TBCD	Tbcd	TBCD
ATP2A2	Atp2a2	ATP2A2
C5orf51	AW549877	C5orf51
REEP2	Reep2	REEP2
AGTR1	Agtr1a	AGTR1
ARRDC2	Arrdc2	ARRDC2
DNASE1L3	Dnase1l3	DNASE1L3
CLK4	Clk4	CLK4
ABHD6	Abhd6	ABHD6
FZR1	Fzr1	FZR1
PYM1	Pym1	PYM1
PMEL	Pmel	PMEL
FOXRED1	Foxred1	FOXRED1
PXK	Pxk	PXK
GPX3	Gpx3	GPX3
TSPAN4	Tspan4	TSPAN4
SDHA	Sdha	SDHA
SSTR5	Sstr5	SSTR5
SALL1	Sall1	SALL1
MFSD12	Mfsd12	MFSD12
PDE4D	Pde4d	PDE4D
CDK2	Cdk2	CDK2
HMG20B	Hmg20b	HMG20B
GIPC3	Gipc3	GIPC3
GLIPR1L1	Glipr1l3	GLIPR1L
SLC37A4	Slc37a4	SLC37A4
FKBP8	Fkbp8	FKBP8
KATNIP	Katnip	KATNIP
KRR1	Krr1	KRR1
MIR29C	Mir29c	gga-mir-29c
MIR29B2	Mir29b-2	gga-mir-29b-2
CD34	Cd34	CD34
KCNJ13	Kcnj13	KCNJ13
SNORC	Snorc	C9H2ORF82
NECAB2	Necab2	NECAB2
NGEF	Ngef	NGEF
PGD	Pgd	PGD
CENPS-CORT	Cenps	CENPS
MBTPS1	Mbtps1	MBTPS1
PDHB	Pdhb	PDHB
DENND2B	Denn2b	DENND2B
DFFA	Dffa	DFFA
NEU2	Neu2	NEU2
CHRNA1	Chrna1	CHRNA1
IL12RB2	Il12rb2	IL12RB2
PSMD7	Psmd7	PSMD7
PEX5L	Pex5l	PEX5L
ERBB3	Erbb3	ERBB3
UBA52	Uba52	UBA52
ARL5A	Arl5a	ARL5A
WIPF1	Wipf1	WIPF1
SNRPE	Snrpe	SNRPE
NOP16	Nop16	NOP16
CRLF1	Crlf1	CRLF1
SMPDL3B	Smpdl3b	SMPDL3B
TMEM231	Tmem231	TMEM231
TRHDE	Trhde	TRHDE
CCNJL	Ccnjl	CCNJL
TMEM59L	Tmem59l	TMEM59L
XKR8	Xkr8	XKR8
TRIO	Trio	TRIO
FAM89A	Fam89a	FAM89A
PKP2	Pkp2	PKP2
HAS3	Has3	HAS3
NDUFB5	Ndufb5	NDUFB5
CHTF8	Chtf8	CHTF8
TOE1	Toe1	TOE1
MOB1A	Mob1a	MOB1A
TESK2	Tesk2	TESK2
MSRB1	Msrb1	MSRB1
RPL3L	Rpl3l	RPL3L
HSPA4	Hspa4	HSPA4
SBF2	Sbf2	SBF2
NDUFB10	Ndufb10	NDUFB10
USP13	Usp13	USP13
NEUROD4	Neurod4	NEUROD4
OR9K2	Olfr826	OLFR4
MMACHC	Mmachc	MMACHC
DUSP16	Dusp16	DUSP16
RPS2	Rps2	RPS2
BDP1	Bdp1	BDP1
USP37	Usp37	USP37
HEBP1	Hebp1	HEBP1
ZNF750	Zfp750	ZNF750
METRNL	Metrnl	METRNL
FER	Fer	FER
PTGES3L	Ptges3l	PTGES3L
ARL6IP4	Arl6ip4	ARL6IP4
LVRN	Lvrn	LVRN
PDK2	Pdk2	PDK2
MME	Mme	MME
TBL3	Tbl3	TBL3
ASCL3	Ascl3	ASCL3
VPS11	Vps11	VPS11
SAMD14	Samd14	SAMD14
CNOT9	Cnot9	CNOT9
PRKAG1	Prkag1	PRKAG1
NOXO1	Noxo1	NOXO1
PPP1R9B	Ppp1r9b	PPP1R9B
COL1A1	Col1a1	COL1A1
HTD2	Rpp14	HTD2
PLCD4	Plcd4	PLCD4
CHRM3	Chrm3	CHRM3
RNF26	Gm49380	RNF26
C1QTNF5	C1qtnf5	C1QTNF5
FNIP1	Fnip1	FNIP1
GFER	Gfer	GFER
USP2	Usp2	USP2
SYNGR3	Syngr3	SYNGR3
CRYGS	Crygs	CRYGS
TBCCD1	Tbccd1	TBCCD1
HENMT1	Henmt1	HENMT1
CDKN1B	Cdkn1b	CDKN1B
SLC9A3R2	Slc9a3r2	SLC9A3R2
ERP29	Erp29	ERP29
AHSG	Ahsg	AHSG
BCS1L	Bcs1l	BCS1L
THY1	Thy1	THY1
FETUB	Fetub	FETUB
NAA25	Naa25	NAA25
HRH2	Hrh2	HRH2
BTF3	Btf3	BTF3
DNM2	Dnm2	DNM2
XYLT2	Xylt2	XYLT2
CCND1	Ccnd1	CCND1
MAST4	Mast4	MAST4
MRPL27	Mrpl27	MRPL27
IL5RA	Il5ra	IL5RA
NTHL1	Nthl1	NTHL1
STXBP3	Stxbp3	STXBP3
LTO1	LTO1	ORAOV1
EME1	Eme1	EME1
TRAFD1	Trafd1	TRAFD1
LRRC59	Lrrc59	LRRC59
ZNF598	Zfp598	ZNF598
FGF19	Fgf15	FGF19
SGCA	Sgca	SGCA
RNF25	Rnf25	RNF25
FGF4	Fgf4	FGF4
CXCR5	Cxcr5	CXCR5
BCL9L	Bcl9l	BCL9L
HECTD4	Hectd4	HECTD4
DAP3	Dap3	DAP3
TSC2	Tsc2	TSC2
HMBS	Hmbs	HMBS
DBN1	Dbn1	DBN1
TRNT1	Trnt1	TRNT1
PLEKHF1	Plekhf1	PLEKHF1
MRC2	Mrc2	MRC2
TTLL4	Ttll4	TTLL4
RHOA	Rhoa	RHOA
SYT11	Syt11	SYT11
CACNA1C	Cacna1c	CACNA1C
RIT1	Rit1	RIT1
MCTP1	Mctp1	MCTP1
ACAD9	Acad9	ACAD9
KHDC4	Khdc4	KIAA0907
TLK2	Tlk2	TLK2
PRKAG3	Prkag3	PRKAG3
SSR2	Ssr2	SSR2
C2CD5	C2cd5	C2CD5
SIN3B	Sin3b	SIN3B
NFU1	Nfu1	NFU1
GP9	Gp9	GP9
RAB43	Rab43	RAB43
UBQLN4	Ubqln4	UBQLN4
LAMTOR2	Lamtor2	LAMTOR2
ZNF142	Zfp142	ZNF142
CELF1	Celf1	CELF1
RAB25	Rab25	RAB25
PMF1-BGLAP	Pmf1	NNF1
F2RL3	F2rl3	F2RL3
SLC26A2	Slc26a2	SLC26A2
CPAMD8	Gm7298	CPAMD8
CACNB4	Cacnb4	CACNB4
SLC22A5	Slc22a5	SLC22A5
BGLAP	Bglap3	OC3
SACM1L	Sacm1l	SACM1L
HAUS8	Haus8	HAUS8
AP3B1	Ap3b1	AP3B1
TMEM79	Tmem79	TMEM79
SLC4A1	Slc4a1	SLC4A1
NLRP10	Nlrp10	NLRP3
SLC6A20	Slc6a20a	SLC6A20
ATP5F1D	Atp5d	ATP5F1D
FGF6	Fgf6	FGF6
GDF9	Gdf9	GDF9
ANAPC7	Anapc7	ANAPC7
TMEM138	Tmem138	TMEM138
RUNDC3A	Rundc3a	RUNDC3A
LMO1	Lmo1	LMO1
PROS1	Pros1	PROS1
PCDHB4	Pcdhb5	PCDHB4
SLC25A39	Slc25a39	SLC25A39
NINJ2	Ninj2	NINJ2
TMEM132C	Tmem132c	TMEM132C
ATG101	Atg101	ATG101
TAF7	Taf7	TAF7
RHBG	Gm38392	RHBG
TAFA2	Tafa2	TAFA2
STX19	Stx19	STX19
HNRNPA0	Hnrnpa0	HNRNPA0
NSUN3	Nsun3	NSUN3
MYOT	Myot	MYOT
ZNF384	Zfp384	ZNF384
MIR9-1	Mir9-1	gga-mir-9-1
MEX3A	Mex3a	MEX3A
ARL13B	Arl13b	ARL13B
GRN	Grn	GRN
ANKRD42	Ankrd42	ANKRD42
PKD2L2	Pkd2l2	PKD2L2
PDZK1IP1	Pdzk1ip1	PDZK1IP1
LRRC52	Lrrc52	LRRC52
IGSF3	Igsf3	IGSF3
PCF11	Pcf11	PCF11
IK	Ik	IK
OLFM2	Olfm2	OLFM2
GLUL	Glul	GLUL
SLC6A12	Slc6a12	SLC6A12
ITGA2B	Itga2b	ITGA2B
VIPR1	Vipr1	VIPR1
SYT8	Syt8	SYT8
NUDT19	Nudt19	NUDT19
MEX3D	Mex3d	MEX3D
NTMT2	Mettl11b	NTMT2
CCDC90B	Ccdc90b	CCDC90B
SYNRG	Synrg	SYNRG
ELAVL4	Elavl4	ELAVL4
IQGAP2	Iqgap2	IQGAP2
PHETA1	Pheta1	PHETA1
SMUG1	Smug1	SMUG1
SEC22C	Sec22c	SEC22C
COA6	Coa6	COA6
AHCTF1	Ahctf1	AHCTF1
SLCO1A2	Slco1a6	SLCO1A2
SS18L2	Ss18l2	SS18L2
KLHL40	Klhl40	KLHL40
HHATL	Hhatl	HHATL
TMEM198	Tmem198	TMEM198
CWF19L2	Cwf19l2	CWF19L2
ARHGEF33	Arhgef33	ARHGEF33
MIER2	Mier2	MIER2
FRRS1	Frrs1	FRRS1
MDM1	Mdm1	MDM1
DDX52	Ddx52	DDX52
LRRC7	Lrrc7	LRRC7
F2RL2	F2rl2	F2RL2
F2R	F2r	F2R
F2RL1	F2rl1	F2RL1
HIGD1A	Higd1a	HIGD1C
DUSP1	Dusp1	DUSP1
PAX6	Pax6	PAX6
ACKR2	Ackr2	ACKR2
SMARCA4	Smarca4	SMARCA4
HNF1B	Hnf1b	HNF1B
TBC1D8	Tbc1d8	TBC1D8
ZBTB47	Zfp651	ZBTB47
ATP6V1G3	Atp6v1g3	ATP6V1G3
ATP6V0E1	Atp6v0e	ATP6V0E1
F13B	F13b	F13B
FBXO41	Fbxo41	FBXO41
LEPR	Lepr	LEPR
CREBRF	Crebrf	CREBRF
ARHGAP17	Arhgap17	ARHGAP17
PARP3	Parp3	PARP3
ERAL1	Eral1	ERAL1
FZD10	Fzd10	FZD10
TMEM52B	Tmem52b	TMEM52B
BNIP1	Bnip1	BNIP1
MIR144	Mir144	gga-mir-144
ATP5MC3	Atp5g3	ATP5G3
FLOT2	Flot2	FLOT2
SREK1IP1	Srek1ip1	SREK1IP1
ERGIC1	Ergic1	ERGIC1
PBX1	Pbx1	PBX1
CYB5B	Cyb5b	CYB5B
SLC5A11	Slc5a11	SLC5A11
SLC41A2	Slc41a2	SLC41A2
PSMD4	Psmd4	PSMD4
CWC27	Cwc27	CWC27
PWP1	Pwp1	PWP1
NRP2	Nrp2	NRP2
PHF12	Phf12	PHF12
SCN10A	Scn10a	SCN11A
PRDM4	Prdm4	PRDM4
RNF44	Rnf44	RNF44
TAGLN2	Tagln2	TAGLN2
PEA15	Pea15a	PEA15
CAPN7	Capn7	CAPN7
CDHR2	Cdhr2	CDHR2
TMEM132B	Tmem132b	TMEM132B
MOSMO	Mosmo	MOSMO
VWA3A	Vwa3a	VWA3A
H6PD	H6pd	H6PD
PCBP2	Pcbp2	PCBP2
DDOST	Ddost	DDOST
NBL1	Nbl1	NBL1
SH3BP5	Sh3bp5	SH3BP5
ADAMTS6	Adamts6	ADAMTS6
SDR42E2	Gm5737	SDR42E2
EEF2K	Eef2k	EEF2K
METTL6	Mettl6	METTL6
EAF1	Eaf1	EAF1
POLR3K	Polr3k	POLR3K
WNT8A	Wnt8a	WNT8A
COLQ	Colq	COLQ
SNRNP25	Snrnp25	SNRNP25
DNPEP	Dnpep	DNPEP
NME5	Nme5	NME5
MPG	Mpg	MPG
ST3GAL3	St3gal3	ST3GAL3
FAM13B	Fam13b	FAM13B
FADS6	Fads6	FADS6
USH1G	Ush1g	USH1G
DPEP1	Dpep1	DPEP1
OTOP2	Otop2	OTOP2
OTOP3	Otop3	OTOP3
HACL1	Gm49387	HACL1
HID1	Hid1	HID1
MAP3K12	Map3k12	MAP3K12
CDR2L	Cdr2l	CDR2L
GFM2	Gfm2	GFM2
MRPL58	Mrpl58	MRPL58
ATP5PD	Atp5h	ATP5PD
DOCK10	Dock10	DOCK10
INTS2	Ints2	INTS2
NLRC5	Nlrc5	NLRC5
NSA2	Nsa2	NSA2
FAM169A	Fam169a	FAM169A
MTMR4	Mtmr4	MTMR4
BTD	Btd	BTD
PUM2	Pum2	PUM2
ARL14EPL	Arl14epl	ARL14EPL
CD74	Cd74	CD74
CTXN3	Ctxn3	CTXN3
BRIP1	Brip1	BRIP1
PRKAA1	Prkaa1	PRKAA1
SEMA3B	Sema3b	SEMA3B
RASSF9	Rassf9	RASSF9
NTS	Nts	NTS
SSBP2	Ssbp2	SSBP2
MGAT4C	Mgat4c	MGAT4C
FGD4	Fgd4	FGD4
HYAL3	Hyal3	HYAL3
FAHD1	Fahd1	FAHD1
HEATR3	Heatr3	HEATR3
NAA80	Naa80	NAA80
SPATA22	Gm49340	SPATA22
GPR155	Gpr155	GPR155
TMEM114	Tmem114	TMEM114
TSEN2	Tsen2	TSEN2
NDRG4	Ndrg4	NDRG4
ASPA	Aspa	ASPA
PLXNB1	Plxnb1	PLXNB3
C1D	C1d	C1D
